timestamp,nh_ch4_ems,sh_ch4_ems,nh_ch4c13_ems,sh_ch4c13_ems,nh_mcf_ems,sh_mcf_ems,nh_n2o_ems,sh_n2o_ems,nh_c2h6_ems,sh_c2h6_ems,nh_oh_ems,sh_oh_ems,nh_co_ems,sh_co_ems,tau_ems,kx_nh_ems,kx_sh_ems,nh_ch4_obs,sh_ch4_obs,nh_ch4_err_obs,sh_ch4_err_obs,nh_ch4c13_obs,sh_ch4c13_obs,nh_ch4c13_err_obs,sh_ch4c13_err_obs,nh_mcf_obs,sh_mcf_obs,nh_mcf_err_obs,sh_mcf_err_obs,nh_n2o_obs,sh_n2o_obs,nh_n2o_err_obs,sh_n2o_err_obs,nh_c2h6_obs,sh_c2h6_obs,nh_c2h6_err_obs,sh_c2h6_err_obs,nh_co_obs,sh_co_obs,nh_co_err_obs,sh_co_err_obs,nh_ch4_model,sh_ch4_model,nh_ch4c13_model,sh_ch4c13_model,nh_mcf_model,sh_mcf_model,nh_n2o_model,sh_n2o_model,nh_c2h6_model,sh_c2h6_model,nh_oh_model,sh_oh_model,nh_co_model,sh_co_model,nh_ch4_strat_model,sh_ch4_strat_model,nh_ch4c13_strat_model,sh_ch4c13_strat_model,nh_mcf_strat_model,sh_mcf_strat_model,nh_n2o_strat_model,sh_n2o_strat_model,nh_c2h6_strat_model,sh_c2h6_strat_model,nh_oh_strat_model,sh_oh_strat_model,nh_co_strat_model,sh_co_strat_model
1984,372.834901609393,74.3096118148358,-50.9464605298822,-50.7334233862246,583.107127403706,8.69845807426664e-05,7.29718580437838,2.31306307899159,10401.2810476305,2601.28104807223,2737.18187976518,2191.94650004523,927.989225542388,71.4783292013116,22.8581909065178,0.99,1.23,1701.79265302385,1596.8195488031,9.11809336249315,8.69558423310875,NaN,NaN,NaN,NaN,NaN,87.7027635674526,10,3.21769090909091,304.216993653936,303.979405795599,1.28325,3.49470833333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1701.52342457782,1596.53314378744,-89.7519908293012,-64.1785484782968,88.9197324268761,87.2090688054338,304.180980925135,303.736675134348,1200,200,999999.998898464,999999.998426737,94.7480345163717,67.0341276089175,1390.27520962689,1385.88821985802,-37.2383435148989,-33.9632024507399,30.0024892539512,20.0011094146969,284.144537490676,283.014150710902,300,100,999999.998727348,999999.998727349,70.0001185513295,50.0000689215615
1985,385.664005567792,54.4427042982409,-49.8730845393467,-50.511125305967,591.757893347413,0.000119851617771603,6.94152784182225,1.7904687945983,10401.2809900429,2600.03305041642,3134.95369733027,1736.57547885512,913.715787999279,71.6279113259546,22.6613987919131,0.99,1.23,1704.06785288035,1609.04922330246,9.11809336249315,8.69558423310875,NaN,NaN,NaN,NaN,NaN,91.1025559907259,10,3.21769090909091,305.052992227919,304.652044983492,1.53658333333333,3.1645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1704.17941952129,1609.54300002323,-73.4042257072716,-72.0524483063131,111.587038769908,89.766774233654,305.021755306548,304.254048830636,654.226070158473,368.925823823054,1272963.89138429,697912.600522568,107.795428266994,68.3988266594619,1490.61303070281,1462.2295877101,-53.0581862947159,-49.2744182081171,26.8475477526309,21.5716282695331,289.746301277064,288.628112163288,23.1796388495063,13.1762293005442,44160.8143574097,25683.1029254215,3.80799873432196,2.45119354601134
1986,450.616874458826,146.019991353398,-49.4697800892599,-50.2125611674208,600.625707141212,1.44957781435566e-06,6.36313937930836,1.00080968610644,10400.0295779027,2600.02786028832,3518.33748599553,3001.34906033967,891.074692420895,68.1684103181615,22.4768544839087,0.99,1.23,1717.06476872233,1619.36983088696,9.11809336249315,8.69558423310875,NaN,NaN,NaN,NaN,NaN,95.9649446611246,10,3.21769090909091,305.87505132215,304.987563203861,1.33541666666667,2.7308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1717.08643222759,1619.49730567045,-68.1367463258304,-69.333840330126,120.369235827764,95.808620295023,305.724940293882,304.888354606495,565.484754271727,241.450789432273,1460784.45251761,1226380.06797925,100.49955584125,62.5270885492056,1554.42462080144,1518.99309309655,-59.2831564951427,-58.0511209865423,24.8393991040965,22.050907652606,293.625253435318,292.467092456471,20.1784073150699,9.24489384247454,51416.155593941,42529.422648127,3.57740376921028,2.28066251885978
1987,444.58019367031,141.08219041051,-49.1465217166325,-50.0697810224978,621.271121261282,6.22152792421571e-06,5.18761433817635,0.749628108502222,10399.8265118215,2599.81835202929,3554.43155209544,2873.47248377663,889.431977013566,68.4139765789038,22.8347165638036,0.99,1.23,1730.74136075736,1631.64206971412,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,120.084923499131,98.7788884208422,10,3.21769090909091,306.367262066964,305.5943996656,1.45233333333333,2.82516666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1730.49052425593,1631.57647468001,-64.5258506014876,-65.7613161796838,124.644245818655,98.8561489284179,306.257482734871,305.484165583646,550.471887043576,232.444111503779,1477763.98704551,1173406.93547267,99.864868596838,62.6073987814014,1599.22092242993,1560.00800586287,-61.7672692820607,-61.651946548602,23.44231069078,21.9680805771412,296.297328378252,295.11929293422,19.1536012206099,8.43172574464855,51814.7424271466,41765.8693396651,3.48967931856736,2.23521987586369
1988,422.651018430788,123.487970500054,-48.8460800998242,-49.9997231576975,663.649743841281,2.3305204648145e-05,5.34144442829535,1.47196275060293,10399.3270691564,2599.39098511707,3478.42730834899,2678.42787340915,890.942492043112,68.9001621270783,23.0975406325226,0.99,1.23,1736.61222804805,1642.43994452135,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,129.300640878956,103.658646283249,10,3.21769090909091,306.481308649184,306.225814283958,1.22173333333333,1.58993333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1736.61974512744,1642.57700214758,-61.7795493875336,-62.8731179974944,130.254977534392,103.339099884883,306.806403142276,306.13476766431,563.059391771841,248.244285998475,1439584.03943741,1089197.74463304,101.202485376453,63.7714529462539,1630.21511854781,1590.82469927656,-62.2556145526643,-62.5306010231643,22.3787755350439,21.5989671016578,298.142418299218,296.978964103975,19.3265306202312,8.8574192684298,50002.718197584,38474.6221650231,3.4929281280438,2.24963486721355
1989,450.722946822779,166.47997015085,-48.3596195052872,-49.7027269333171,688.083171715134,-1.16515876917274e-05,6.8631539475121,1.65036622904015,10384.0911640111,2584.59885990334,3700.50252325488,2970.85081267553,885.698197100094,69.7784554453734,22.5259280549726,0.99,1.23,1744.71823541831,1655.64353484972,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,134.8878893838,108.024950761917,10,3.21769090909091,307.666927200368,306.922240558984,1.14775,1.61888333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1744.69835670761,1655.86472414615,-59.421973856939,-60.355420271852,135.689517742635,107.663993245016,307.690452216246,306.938406449569,532.12615247653,227.720947920218,1541830.64524152,1208887.65325038,98.9174546053611,63.3283208517735,1652.70233514791,1614.50137541536,-61.6833403892504,-62.0711146384012,21.4998092874771,21.0875764284174,299.609995502852,298.453223566217,18.797144227338,8.43502645467218,54329.1984758209,42977.5112485726,3.49946362193656,2.28597528030645
1990,435.909162039322,175.089430969487,-48.1071195667053,-49.4896273579499,714.89184707051,-2.92538050141074e-05,7.03524244775496,1.38355683902879,10385.0417818319,2554.93565185468,3600.04987060894,3262.4825561554,903.334387657766,90.1126271044188,22.1273735600708,0.99,1.23,1755.43057434512,1666.4699567424,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,139.539850668654,109.962738821335,10,3.21769090909091,308.816907416491,307.80995807636,1.20451666666667,1.64176666666667,NaN,NaN,NaN,NaN,NaN,64.1806691097888,NaN,2.20201653821755,1755.39666762726,1666.21205620442,-57.3381576975917,-58.0790638044493,140.334577818158,110.229920440099,308.72759011377,307.863703944934,541.265735148485,208.723515955467,1489102.23170913,1323113.7350888,101.044657019918,64.1558664050351,1671.82409506428,1634.46214519951,-60.4920266524106,-60.8814820487711,20.7321291430454,20.5133402981023,300.959155419588,299.770264421787,19.2962327237566,7.88667171858444,53969.1667157938,47793.2315760662,3.62371856340549,2.35335817245789
1991,437.538127585581,133.427570635336,-47.9057802655711,-49.6334333105147,634.451411951261,1.5690394294192e-06,5.9876387064338,0.696681528007016,10386.3269855665,2588.55273243283,3424.07483511648,2711.29510319862,840.960492891623,123.211861975277,21.7867691856473,0.99,1.23,1768.30655697654,1675.00093566443,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,141.646234523185,114.077314013945,10.1169090909091,3.21769090909091,309.744770744841,308.78352809503,1.13061666666667,1.52596666666667,NaN,NaN,NaN,NaN,100.959863467757,67.8945865696768,3.62897786941248,2.20201653821755,1768.26531042369,1675.18778123193,-55.585689838012,-56.262789575937,142.152189660539,114.090623812721,309.574931286199,308.70781050083,568.422809213604,244.195969844119,1415501.6017275,1086949.60305954,101.009462567911,67.82376298732,1688.298875793,1650.13674258692,-59.0129079657517,-59.3723825614321,20.0316167086004,19.9150138223974,302.198492402238,300.983724707289,20.5468105098528,9.1222468638503,52042.8777190679,40952.1150865345,3.68837907979332,2.51118706669828
1992,393.137681202944,112.70774403661,-47.5822802469293,-49.7171421814906,594.168657979473,3.59217781399376e-05,4.76026593883973,0.258498821206264,10398.255872382,2598.95995579272,3186.3417751197,2427.99187034835,833.535760565558,50.6785132718201,22.6421515607239,0.99,1.23,1777.28607055476,1687.91016916617,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,141.861817426284,1934.72542418681,5.05845454545454,1914.24913605938,310.116618610882,309.411306498671,0.920025,1.32706666666667,NaN,NaN,NaN,NaN,103.582867817054,65.8504920677073,3.62897786941248,2.20201653821755,1777.02808838086,1687.7701923096,-54.2065896105707,-54.8193206167021,143.025641171545,117.735713342694,310.129834809111,309.349267632297,612.74953536227,277.200392893299,1305911.51989374,978589.933782477,103.587316480938,65.8695982018633,1702.73791450244,1664.48988131365,-57.5201880055297,-57.8546186233531,19.3758203211995,19.3133317905615,303.192603666099,301.979821760793,21.4013967830027,10.0536632847465,46535.8272559306,35412.8885552033,3.64964512653447,2.38475667085614
1993,355.994389577508,111.704619382384,-46.6543782790855,-49.4423842052394,385.958561454705,4.61979149622809e-05,4.83307997760491,0.127990665164552,10399.8788529527,2599.54814579988,2696.74629489523,2448.53147050298,631.679551566766,-18.4981046821051,22.681383875744,0.99,1.23,1781.71955028071,1693.61242944366,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,138.769169160393,2674.44198064564,4.94769536659866,1932.97401007977,310.502857491113,309.923660106776,1.166625,1.37445,NaN,NaN,NaN,NaN,98.2462904780134,60.7067883055082,3.62897786941248,2,1781.88294673377,1693.61844960476,-53.0696789671992,-53.5850724476165,138.487152969111,118.393700220002,310.599627061779,309.848873613537,693.482662512784,287.76270035407,1123844.0681035,1002403.04971468,98.3317562453039,60.7781796389706,1713.58525411389,1676.55368599016,-56.141900032632,-56.4374760518429,18.7509622911373,18.7172561336071,303.956030297445,302.759157938815,23.9995862719588,10.5020694360238,40205.204197516,35579.0147870619,3.47405100072397,2.2012266105891
1994,379.746881910356,123.88300547468,-45.0122109428993,-48.8875409703598,290.578343763502,3.90982380691159e-05,5.257450193319,-0.248082067376781,10399.1299667797,2600.55353363519,2778.46474756772,2631.75122238325,690.369142122968,-53.4316715596332,22.4470198924659,0.99,1.23,1791.36410270474,1697.11978901692,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,128.715349023607,2426.46540306392,5.44782247494832,1822.9023440011,311.179111256836,310.263933126014,1.11778333333333,1.5504,NaN,NaN,NaN,NaN,99.7552037214329,57.9577556575157,3.62897786941248,2,1791.41969187105,1696.95828372978,-51.8986920918949,-52.414563711617,127.599629330469,112.606529612015,311.129514172125,310.301890753841,691.1040258423,272.36793021869,1151774.99248571,1086246.07685975,99.7619598562156,58.0664333515217,1723.15624080174,1685.54551648344,-54.8467900429445,-55.1153419209092,18.1536413617319,18.1352714782261,304.633925945533,303.43234967583,24.4133318110451,10.1458646798673,41068.0169867629,38682.9935356955,3.52566848445276,2.11627717819131
1995,387.335745709516,104.531539665532,-43.2792220590316,-48.482766413125,241.903365684928,6.19746685331844e-05,5.14175262685788,-0.396576363421327,10401.3707272065,2600.85982481291,2945.13667469009,2389.43211369488,720.545363652914,-36.4935908215457,23.1120438320704,0.99,1.23,1799.62102914411,1703.76222690663,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,114.265691406529,2335.29261560913,4.89676668817754,1883.94530845296,311.708536018441,310.628480703712,1.20751666666667,1.87014166666667,NaN,NaN,NaN,NaN,100.314099971622,59.1705245948185,3.62897786941248,2,1799.59201618186,1703.79150298378,-50.6234831492106,-51.2348091319799,115.122962739209,104.141382502013,311.637921524895,310.760270048247,662.371887256329,285.959345986186,1218156.19448138,982393.244175406,100.281663106005,59.2382649826111,1732.30993280603,1693.41599751909,-53.5828101709144,-53.8582758703903,17.5781284959314,17.5680086120786,305.226123130467,303.999987265824,22.8750157038087,10.2294949253157,42131.684597182,34729.8437753525,3.46392386006503,2.09508957954346
1996,367.668565465218,86.931082708304,-41.4928247177219,-48.0176838531091,102.896600386837,8.54695824959028e-05,5.83105684531148,0.36705142598863,10400.5156837762,2600.05836054429,2577.85179832276,2318.16727525815,581.843624020812,-44.9433839817169,22.267849279145,0.99,1.23,1807.74940600757,1707.4607346253,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,100.703710524778,2548.32774484634,5.10445087695146,2041.30361082136,312.117666169933,311.124439554961,1.19001666666667,1.35751666666667,NaN,NaN,NaN,NaN,96.8243226059252,58.67792930827,3.62897786941248,2,1807.62150973929,1707.36368351201,-49.3911944235795,-50.0588809853558,100.732344823116,94.479529271598,312.217359172659,311.337894050651,722.524976029481,302.624588977729,1077723.53397601,954402.366554946,96.8342738457647,58.7336353700545,1740.6469482934,1700.72356115311,-52.3174271722455,-52.6198666671384,17.0221805752671,17.0165571983812,305.800758050949,304.56133539469,25.4214005041057,11.1733628815655,39044.9799259438,34520.5357564101,3.46321201941771,2.14766112772361
1997,356.003474149948,93.9935699332503,-40.1983216224049,-46.8375958276356,48.6346235939774,9.54085309430446e-05,6.8537604954469,0.839476741470796,10400,2602.75163423601,2654.54626553528,2341.68885358924,611.273644313042,-66.2079015566508,23.8752781045668,0.99,1.23,1808.46606547729,1710.4373903482,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,85.3024727139745,2750.32602087517,4.31697302684042,2095.69974241805,313.098308528045,312.108287497288,1.14571666666667,1.09097777777778,NaN,NaN,NaN,NaN,97.0609697688265,57.3410190036145,3.62897786941248,2,1808.58525634246,1710.52029087018,-48.2018152828201,-48.8730146894616,85.0228903418136,82.4334525871662,313.055023477663,312.129613691738,718.746013118025,302.643566747364,1108869.52004777,967953.468262965,97.0342385883778,57.4157523120346,1747.23455445397,1706.70328619251,-51.1008836958139,-51.4151467880898,16.4827391472774,16.4796428952939,306.372667290956,305.119755555955,24.0834297432392,10.6075613421668,37409.2338576907,32891.3525018954,3.25658262045586,1.98123601663025
1998,370.943036916808,104.913391310663,-46.4209644576528,-43.1853617290664,31.8919772392789,0.0001025811045098,6.02184903989893,0.127059883852342,10400.9143505461,2601.71834127309,2514.97765184083,2379.70081594047,720.149294932676,-37.287068484069,21.9082625360376,0.99,1.23,1818.15997972093,1717.22109157508,7.97247100625578,8.69558423310875,NaN,NaN,NaN,NaN,71.9298936273548,2402.14962240564,3.84203543639662,1793.81209744025,313.872016888255,312.908460811069,0.23297450500581,0.417458333333333,NaN,NaN,NaN,NaN,106.374123604432,60.2335006002711,3.62897786941248,2,1818.20693882704,1717.15708233562,-47.4944921985972,-47.7711012652,71.5375459704053,70.1152617744862,313.860644983754,312.91412190891,760.401233210593,305.050539361429,1020090.76298777,974784.722702941,106.248236510892,60.1712444583335,1752.67363882208,1711.9650212286,-49.9521903687656,-50.218090036791,15.961835534938,15.9601425996334,307.074004970622,305.805453762254,27.1300025944557,11.4561189374895,37344.1010903311,35515.7442091031,3.79558562986156,2.21637661417415
